BookID,BookTitle,AuthorName,BookPrice,BookPublisher,BookPublicationDate,BookQuantity
757,The Art of Thinking Clearly,Rolf Dobelli,7.84,Harper Collins,"May 6, 2014",11
758,Invincible #118,Robert Kirkman,3.9,Image Comics,"Mar 25, 2015",12
759,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,42.16,Faber & Faber,"Oct 29, 2019",13
760,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,53.11,Abrams,"Nov 5, 2019",10
761,How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,"Apr 3, 2010",5
762,The Witcher #5,Paul Tobin,7.84,Dark Horse Comics (Single Issues),"May 21, 2014",3
763,Dead Silent,Shirley Wells,8.85,Harlequin,"Aug 22, 2011",4
764,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,"Jun 11, 2009",18
765,Sonic: Tangle & Whisper #3,Ian Flynn,7.84,IDW Publishing,"Oct 23, 2019",5
766,The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,35.4,Del Rey,"Feb 12, 2013",17
767,The Marine's E-Mail Order Bride: Heroes of Chance Creek Volume 4,Cora Seton,15.72,One Acre Press,"Jan 7, 2015",11
768,Dark Age,Pierce Brown,71.63,Del Rey,"Jul 30, 2019",18
769,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,66.87,Penguin,"Apr 25, 2017",1
770,The Joker,Brian Azzarello,78.73,DC,"Nov 4, 2008",10
771,And Then There Were None,Agatha Christie,32.1,HarperCollins UK,"Oct 14, 2010",16
772,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,50.25,HarperCollins,"Sep 5, 2017",17
773,Mrs. Pollifax Unveiled,Dorothy Gilman,31.46,Ballantine Books,"May 31, 2000",4
774,Shantaram,Gregory David Roberts,55.1,Hachette UK,"Jun 28, 2012",3
775,The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,43.28,Hachette UK,"May 19, 2016",3
776,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,"Jan 8, 2009",17
777,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,"Oct 17, 2019",19
778,Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,26.15,Kensington Publishing Corp.,"Jul 1, 2007",5
779,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,24.94,HarperCollins UK,"Aug 4, 2011",10
780,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",16
781,Final Option,Clive Cussler,71.63,Penguin,"Nov 5, 2019",8
782,How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,"Apr 3, 2010",0
783,How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,"Sep 30, 2010",20
784,The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,"Oct 22, 2019",19
785,Total Control,David Baldacci,41.82,Pan Macmillan,"Nov 4, 2011",0
786,Permanent Record,Edward Snowden,49.58,Metropolitan Books,"Sep 17, 2019",20
787,After Anna,Alex Lake,20.51,HarperCollins UK,"Jul 30, 2015",12
788,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,98.42,Hachette UK,"Oct 15, 2019",7
789,Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,118.11,DC Comics,"Jun 12, 2018",3
790,(FREE SAMPLE) CTET English & Hindi Language 9 Year-wise Solved Papers 1 & 2,Disha Experts,0,Disha Publications,"Nov 6, 2019",2
791,Antiques Knock-Off,Barbara Allan,73.67,Kensington Publishing Corp.,"Apr 1, 2012",12
792,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,"Oct 15, 2019",6
793,Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,43.28,Hachette UK,"May 21, 2015",15
794,Forever Evil,Geoff Johns,98.42,DC,"Sep 9, 2014",4
795,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,"Oct 11, 2019",19
796,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,33.38,Tim Duggan Books,"Feb 28, 2017",3
797,Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,32.36,AMACOM,"Oct 15, 2013",11
798,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,"Oct 17, 2019",11
799,How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,"Sep 30, 2010",1
800,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,2.06,e-artnow,"Feb 8, 2016",7
801,Attack on Titan: Volume 13,Hajime Isayama,43.28,Kodansha Comics,"Jul 31, 2014",5
802,The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,"Apr 23, 2015",2
803,Shall We Tell the President?,Jeffrey Archer,41.82,Pan Macmillan,"Apr 1, 2011",0
804,Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,"Apr 29, 2015",11
805,A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,18.72,Blake Pierce,"Jun 15, 2017",3
806,The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,"Apr 23, 2015",10
807,Maigret Goes to School,Georges Simenon,47.78,Penguin,"Jan 2, 2018",20
808,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,86.64,McGraw Hill Professional,"Apr 12, 2009",2
809,We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,"Jul 29, 2014",0
810,Sonic the Hedgehog #22,Ian Flynn,7.84,IDW Publishing,"Oct 23, 2019",2
811,The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,2.73,Courier Corporation,"May 11, 2012",1
812,Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,50.25,Harper Collins,"May 12, 2014",9
813,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,"Oct 11, 2019",12
814,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,"May 16, 2018",16
815,A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,33.42,Macmillan,"Apr 20, 2010",8
816,Moby Dick. Illustrated edition,Melville Herman,0.17,Strelbytskyy Multimedia Publishing,"Feb 28, 2018",1
817,The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,43.28,Hachette UK,"May 19, 2016",14
818,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,"Apr 20, 2009",5
819,Venomized,Cullen Bunn,35.41,Marvel Entertainment,"Jul 25, 2018",7
820,Salvaged,Madeleine Roux,47.78,Penguin,"Oct 15, 2019",9
821,Mrs. Pollifax Unveiled,Dorothy Gilman,31.46,Ballantine Books,"May 31, 2000",14
822,Gangster: A Novel,Lorenzo Carcaterra,31.46,Ballantine Books,"Jul 30, 2002",4
823,Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,26.15,Kensington Publishing Corp.,"Mar 1, 2009",13
824,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,133.9,McGraw Hill Professional,"Jul 20, 2012",2
825,We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,"Jul 29, 2014",16
826,The Secret,Rhonda Byrne,47.22,Simon and Schuster,"Feb 26, 2007",6
827,Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,98.42,Hachette UK,"Oct 17, 2019",15
828,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,"Dec 22, 2013",15
829,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,"Jul 18, 2013",1
830,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,3.71,Bookouture,"Nov 1, 2019",10
831,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",5
832,The Guardians: A Novel,John Grisham,71.63,Doubleday,"Oct 15, 2019",12
833,No One Is Too Small to Make a Difference,Greta Thunberg,38.18,Penguin,"Nov 12, 2019",1
834,The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,"Apr 23, 2015",0
835,Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,"May 10, 2016",8
836,The Call of Cthulhu,H. P. Lovecraft,3.71,BookRix,"Oct 17, 2018",7
837,The Infinite Game,Simon Sinek,71.63,Penguin,"Oct 15, 2019",19
838,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,2.06,e-artnow,"Feb 8, 2016",16
839,It,Stephen King,19.65,Simon and Schuster,"Jan 1, 2016",20
840,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,98.42,DC,"Jul 12, 2016",10
841,And Then There Were None,Agatha Christie,32.1,HarperCollins UK,"Oct 14, 2010",11
843,Thrawn (Star Wars),Timothy Zahn,39.34,Del Rey,"Apr 11, 2017",6
844,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,"Jun 11, 2009",20
845,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,"Dec 6, 2016",8
846,Marvel Universe: The End,Jim Starlin,43.28,Marvel Entertainment,"Jun 11, 2014",16
847,We,Yevgeny Zamyatin,7.13,Pan,"Jan 15, 2013",3
848,Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,59.03,DC,"Apr 5, 2011",12
849,Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",56.14,Harper Collins,"Jun 2, 2009",0
850,Blue Moon: A Jack Reacher Novel,Lee Child,71.63,Dell,"Oct 29, 2019",15
851,Summary: Think and Grow Rich,Nine99 Innovation Lab,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,"Jul 1, 2019",4
852,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,19.65,Sara Rosett,"Apr 30, 2016",13
853,Death of a Bachelorette,Laura Levine,29.9,Kensington Books,"Jul 1, 2017",5
854,Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,"Jan 1, 2004",18
855,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,29.21,HarperCollins UK,"Mar 6, 2009",4
856,The Walking Dead #185,Robert Kirkman,7.84,Image Comics,"Nov 7, 2018",19
857,W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,39.34,Penguin,"Sep 10, 2013",4
858,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,"May 8, 2014",12
859,The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,"Apr 23, 2015",11
860,Dark Age,Pierce Brown,71.63,Del Rey,"Jul 30, 2019",17
861,"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,"Sep 1, 2011",19
862,"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,"Sep 1, 2011",10
863,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,"May 16, 2018",14
864,Her Royal Spyness,Rhys Bowen,31.46,Penguin,"Jul 1, 2008",18
865,The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,"Oct 22, 2019",20
866,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,"May 8, 2014",8
867,War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,0,Simon and Schuster,"Apr 8, 2014",16
868,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,"Dec 6, 2016",20
869,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,"Feb 17, 2010",9
870,Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,"Jul 24, 2012",8
871,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,59.03,DC,"Aug 13, 2013",7
872,Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,"Nov 14, 2019",2
873,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,"Mar 1, 2006",15
874,"Rogue, Prisoner, Princess (Of Crowns and Glory—Book 2)",Morgan Rice,14.96,Morgan Rice,"Aug 3, 2016",14
875,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,62.1,Random House,"Feb 28, 2012",14
876,Letting Go,"David R. Hawkins, M.D./Ph.D.",74.78,"Hay House, Inc","Aug 1, 2013",10
877,The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,"Sep 1, 2011",20
878,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,98.42,DC,"Jul 12, 2016",15
879,Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jan 6, 2016",15
880,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,"May 16, 2018",2
881,Ask A Footballer,James Milner,98.42,Hachette UK,"Oct 31, 2019",18
882,The Walking Dead: Compendium 1,Robert Kirkman,157.49,"Image Comics, Inc.","May 19, 2009",19
883,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",0
884,The Choice of Magic,Michael G. Manning,11.78,Michael Manning,"Aug 16, 2019",0
885,The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,62.1,Penguin,"Dec 24, 2012",2
886,The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,"Apr 23, 2015",6
887,A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,18.72,Morgan Rice,"Sep 7, 2015",13
888,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,2.06,e-artnow,"Feb 8, 2016",16
889,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,51.16,Hachette UK,"Oct 13, 2016",11
890,The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,"Apr 23, 2015",3
891,Home Work: A Memoir of My Hollywood Years,Julie Andrews,98.42,Hachette UK,"Oct 15, 2019",4
892,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,62.82,Berrett-Koehler Publishers,"Apr 17, 2017",15
893,The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,18.72,Morgan Rice,"Jul 1, 2015",0
894,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,0,Simon and Schuster,"Nov 18, 2014",0
895,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",9
896,Young Justice Vol. 1,Art Baltazar,39.34,DC,"Jan 17, 2012",11
897,Edgedancer: From the Stormlight Archive,Brandon Sanderson,36.79,Tor Books,"Oct 17, 2017",14
898,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,"Apr 22, 2014",0
899,How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,"Sep 30, 2010",8
900,Watching (The Making of Riley Paige—Book 1),Blake Pierce,0,Blake Pierce,"May 15, 2018",15
901,God of War: The Official Novelization,J.M. Barlog,15.82,Titan Books,"Aug 28, 2018",14
902,Management (The Brian Tracy Success Library),Brian Tracy,38.44,AMACOM,"May 15, 2014",4
903,Gangster: A Novel,Lorenzo Carcaterra,31.46,Ballantine Books,"Jul 30, 2002",4
904,Watching (The Making of Riley Paige—Book 1),Blake Pierce,0,Blake Pierce,"May 15, 2018",13
905,Legacy,Shannon Messenger,43.28,Simon and Schuster,"Nov 5, 2019",20
906,Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,43.28,Marvel Entertainment,"Dec 10, 2014",19
907,Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,70.7,W. W. Norton & Company,"Mar 28, 2016",11
908,The Jump,Doug Johnstone,32.78,Faber & Faber,"Aug 4, 2015",13
909,Batman vs. Superman: The Greatest Battles,Geoff Johns,39.34,DC,"Dec 8, 2015",1
910,Antiques Con,Barbara Allan,29.9,Kensington Books,"Apr 1, 2015",15
911,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,3.71,Bookouture,"Nov 1, 2019",8
912,1 Sample Paper for CBSE Class 10 Science 2020 Exam,Disha Experts,0,Disha Publications,"Oct 21, 2019",12
913,Sonic the Hedgehog #18,Ian Flynn,7.84,IDW Publishing,"Jul 3, 2019",10
914,Antiques Knock-Off,Barbara Allan,73.67,Kensington Publishing Corp.,"Apr 1, 2012",4
915,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",5
916,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",1
917,Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,33.14,Andrews McMeel Publishing,"Oct 20, 2015",16
918,Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,"Nov 14, 2019",7
919,Young Justice Vol. 1,Art Baltazar,39.34,DC,"Jan 17, 2012",19
920,Salvaged,Madeleine Roux,47.78,Penguin,"Oct 15, 2019",3
921,After Anna,Alex Lake,20.51,HarperCollins UK,"Jul 30, 2015",4
922,Thrawn (Star Wars),Timothy Zahn,39.34,Del Rey,"Apr 11, 2017",9
923,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,"May 8, 2014",18
924,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,31.47,Blake Pierce,"Oct 29, 2019",0
925,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,"Oct 17, 2019",9
926,The Jump,Doug Johnstone,32.78,Faber & Faber,"Aug 4, 2015",16
927,Maigret Goes to School,Georges Simenon,47.78,Penguin,"Jan 2, 2018",8
928,Shattered Bonds,Faith Hunter,31.46,Penguin,"Oct 29, 2019",4
929,Sonic the Hedgehog #22,Ian Flynn,7.84,IDW Publishing,"Oct 23, 2019",10
930,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,14.96,Blake Pierce,"Jun 16, 2016",10
931,Maigret Goes to School,Georges Simenon,47.78,Penguin,"Jan 2, 2018",17
932,Shall We Tell the President?,Jeffrey Archer,41.82,Pan Macmillan,"Apr 1, 2011",1
933,All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,70.85,Marvel Entertainment,"May 11, 2016",1
934,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,"Apr 22, 2014",11
935,It,Stephen King,19.65,Simon and Schuster,"Jan 1, 2016",6
936,Now or Never: A Novel,Elizabeth Adler,31.46,Island Books,"Jul 7, 2010",13
937,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,98.42,DC,"Mar 8, 2016",15
938,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,42.16,Faber & Faber,"Oct 29, 2019",0
939,Summary: Think and Grow Rich,Nine99 Innovation Lab,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,"Jul 1, 2019",12
940,Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,33.14,Andrews McMeel Publishing,"Oct 20, 2015",12
941,Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,43.28,Hachette UK,"May 21, 2015",7
942,We,Yevgeny Zamyatin,7.13,Pan,"Jan 15, 2013",5
943,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,62.82,Berrett-Koehler Publishers,"Apr 17, 2017",9
944,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,59.03,DC,"Aug 13, 2013",20
945,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,98.42,DC,"Mar 8, 2016",1
946,Rework,Jason Fried,71.63,Currency,"Mar 9, 2010",10
947,Blue Moon: A Jack Reacher Novel,Lee Child,71.63,Dell,"Oct 29, 2019",2
948,Little Girl Lost: A Lucy Black Thriller,Brian McGilloway,35.44,Harper Collins,"Feb 18, 2014",16
949,Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,98.42,Hachette UK,"Oct 17, 2019",2
950,Strawberry Shortcake Murder,Joanne Fluke,43.36,Kensington Books,"Oct 1, 2011",13
951,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,66.87,Penguin,"Apr 25, 2017",16
952,Moby Dick. Illustrated edition,Melville Herman,0.17,Strelbytskyy Multimedia Publishing,"Feb 28, 2018",10
953,The Last of Us: American Dreams #1,Faith Erin Hicks,7.84,Dark Horse Comics (Single Issues),"Dec 21, 2011",8
954,Find Me: A Novel,André Aciman,46.88,"Farrar, Straus and Giroux","Oct 29, 2019",7
955,Shantaram,Gregory David Roberts,55.1,Hachette UK,"Jun 28, 2012",16
956,Candide,Voltaire,11.78,Open Road Media,"Jan 27, 2015",18
957,A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,18.72,Morgan Rice,"Sep 7, 2015",19
958,We,Yevgeny Zamyatin,7.13,Pan,"Jan 15, 2013",0
959,Bring Me Back,B A Paris,30.71,HarperCollins UK,"Mar 8, 2018",5
960,My Little Pony: The Feats of Friendship #2,Ian Flynn,15.72,IDW Publishing,"Oct 30, 2019",6
961,Morning Star,Pierce Brown,62.1,Del Rey,"Feb 9, 2016",4
962,How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,"Sep 30, 2010",0
963,Batman: The Man Who Laughs,Ed Brubaker,59.03,DC,"Apr 7, 2015",11
964,And Then There Were None,Agatha Christie,32.1,HarperCollins UK,"Oct 14, 2010",19
965,God of War: The Official Novelization,J.M. Barlog,15.82,Titan Books,"Aug 28, 2018",14
966,Total Control,David Baldacci,41.82,Pan Macmillan,"Nov 4, 2011",14
967,Candide,Voltaire,11.78,Open Road Media,"Jan 27, 2015",17
968,Watching (The Making of Riley Paige—Book 1),Blake Pierce,0,Blake Pierce,"May 15, 2018",3
969,Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,"Sep 19, 2017",14
970,My Little Pony: The Feats of Friendship #2,Ian Flynn,15.72,IDW Publishing,"Oct 30, 2019",7
971,You'll Never See Daylight Again,Michaella McCollum,42.16,Kings Road Publishing,"Oct 31, 2019",16
972,10 Ways to be annoying,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,"Nov 21, 2019",12
973,The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,"Oct 14, 2010",7
974,How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,"Sep 30, 2010",20
975,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,"Apr 20, 2009",19
976,All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,70.85,Marvel Entertainment,"May 11, 2016",4
978,Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,"Jul 24, 2012",18
979,Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,"Sep 19, 2017",5
980,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,"Apr 22, 2014",9
981,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,"Jun 2, 2012",6
982,A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,33.42,Macmillan,"Apr 20, 2010",6
983,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,31.47,Blake Pierce,"Oct 29, 2019",14
984,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,"Jul 18, 2013",2
985,The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,"Jan 19, 2010",1
986,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,"Oct 11, 2019",14
987,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,24.94,HarperCollins UK,"Aug 4, 2011",8
988,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",15
989,The Call of Cthulhu,H. P. Lovecraft,3.71,BookRix,"Oct 17, 2018",16
990,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,"May 29, 2018",10
991,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,18.72,Blake Pierce,"Oct 20, 2017",14
992,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,"Mar 24, 2015",1
993,Maigret Goes to School,Georges Simenon,47.78,Penguin,"Jan 2, 2018",19
994,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,"Feb 17, 2010",2
995,Summary: Think and Grow Rich,Nine99 Innovation Lab,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,"Jul 1, 2019",6
996,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,19.65,Sara Rosett,"Apr 30, 2016",7
997,Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,"Apr 29, 2015",2
998,Bring Me Back,B A Paris,30.71,HarperCollins UK,"Mar 8, 2018",12
999,Shall We Tell the President?,Jeffrey Archer,41.82,Pan Macmillan,"Apr 1, 2011",9
1000,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,"Apr 20, 2009",20
1001,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,"Jan 29, 2015",19
1002,Rogues,George R. R. Martin,52.54,Bantam,"Jun 17, 2014",7
1003,The Guardians: A Novel,John Grisham,71.63,Doubleday,"Oct 15, 2019",8
1004,The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,35.4,Del Rey,"Feb 12, 2013",11
1005,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",6
1007,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,"Jul 18, 2013",10
1008,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,32.48,HarperCollins Leadership,"Sep 8, 2002",11
1009,Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,"Sep 19, 2017",1
1010,The Art of Thinking Clearly,Rolf Dobelli,7.84,Harper Collins,"May 6, 2014",2
1011,The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,18.72,Morgan Rice,"Jul 1, 2015",4
1012,We,Yevgeny Zamyatin,7.13,Pan,"Jan 15, 2013",6
1013,No One Is Too Small to Make a Difference,Greta Thunberg,38.18,Penguin,"Nov 12, 2019",11
